customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,device_protection,streaming_tv,streaming_movies,phone_service,multiple_lines,payment_method,paperless_billing,senior_citizen,partner,dependents,churn
CUST-000201,53,94.1,4998.02,One year,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,No,No,No,No,0
CUST-000202,59,48.26,2833.23,Month-to-month,No,No,Yes,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-000203,34,64.49,1999.41,One year,No,No,No,Yes,Yes,Yes,Yes,No,Electronic check,No,No,No,Yes,0
CUST-000204,9,110.32,1282.76,One year,Fiber optic,Yes,No,No,No,Yes,Yes,No,Bank transfer,Yes,No,No,No,1
CUST-000205,57,97.85,5661.18,One year,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-000206,44,114.98,4906.32,Month-to-month,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Bank transfer,No,No,No,No,1
CUST-000207,9,59.01,634.02,Month-to-month,DSL,No,No,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,No,1
CUST-000208,29,72.69,2140.02,One year,Fiber optic,No,No,Yes,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,0
CUST-000209,10,113.89,1008.27,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Credit card,No,No,Yes,No,1
CUST-000210,55,109.59,6198.01,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Bank transfer,No,Yes,No,No,1
CUST-000211,24,72.0,1609.59,Two year,DSL,No,No,Yes,Yes,No,Yes,No,Credit card,No,No,Yes,No,0
CUST-000212,4,71.17,304.88,Month-to-month,No,Yes,No,No,Yes,No,Yes,No,Credit card,No,No,No,No,1
CUST-000213,20,108.27,2026.85,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Bank transfer,Yes,No,No,Yes,1
CUST-000214,44,75.76,3592.07,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,Yes,Yes,No,Yes,0
CUST-000215,43,108.25,4399.17,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer,No,No,Yes,No,0
CUST-000216,62,71.63,4220.08,Month-to-month,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes,1
CUST-000217,26,98.84,2748.54,Two year,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-000218,45,120.1,5559.61,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-000219,68,127.05,8725.21,One year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-000220,23,57.57,1475.76,Month-to-month,DSL,No,No,No,No,Yes,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-000221,2,96.03,275.59,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,1
CUST-000222,47,128.11,6023.03,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,No,No,Yes,No,1
CUST-000223,43,58.55,2638.8,One year,No,No,Yes,No,No,Yes,Yes,Yes,Electronic check,No,Yes,Yes,No,0
CUST-000224,24,51.36,950.96,One year,No,No,Yes,Yes,No,No,No,No,Bank transfer,Yes,Yes,No,No,1
CUST-000225,41,97.38,3848.83,Month-to-month,Fiber optic,No,No,Yes,Yes,No,No,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-000226,48,94.7,4252.13,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,No,Electronic check,No,Yes,Yes,No,1
CUST-000227,59,85.59,5054.23,One year,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card,No,No,No,No,1
CUST-000228,9,72.37,501.6,Month-to-month,DSL,No,No,Yes,Yes,No,No,Yes,Mailed check,Yes,No,No,Yes,1
CUST-000229,34,67.36,2376.92,One year,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,No,No,No,No,0
CUST-000230,20,53.92,977.95,Month-to-month,DSL,No,No,No,No,No,No,No,Electronic check,No,No,No,No,1
CUST-000231,24,71.74,1771.44,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,Yes,0
CUST-000232,2,110.01,484.68,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,No,No,No,No,1
CUST-000233,30,73.33,2019.44,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,Yes,Yes,No,No,1
CUST-000234,6,71.92,439.72,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,No,Mailed check,No,No,Yes,No,1
CUST-000235,67,111.26,7546.55,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-000236,40,72.42,2900.22,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-000237,30,52.77,1665.93,Month-to-month,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-000238,16,52.2,843.92,Month-to-month,No,No,Yes,No,No,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-000239,68,127.86,8564.83,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card,Yes,Yes,No,No,0
CUST-000240,37,56.09,2022.57,One year,DSL,No,Yes,Yes,No,No,Yes,No,Credit card,No,No,Yes,Yes,0
CUST-000241,71,47.16,3667.61,Month-to-month,No,No,No,Yes,No,Yes,Yes,Yes,Bank transfer,No,Yes,No,Yes,0
CUST-000242,48,80.68,3989.46,Two year,DSL,No,Yes,No,No,No,Yes,Yes,Credit card,Yes,No,Yes,No,0
CUST-000243,72,109.29,7931.26,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Credit card,Yes,No,Yes,Yes,0
CUST-000244,64,98.89,6313.54,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,No,Credit card,No,No,No,Yes,0
CUST-000245,54,102.16,5566.28,One year,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-000246,25,50.06,1254.17,Month-to-month,DSL,No,No,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-000247,56,55.22,3403.77,Month-to-month,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-000248,23,68.38,1384.09,Month-to-month,DSL,No,Yes,No,No,No,No,No,Mailed check,Yes,No,No,No,1
CUST-000249,62,104.39,6399.05,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-000250,22,103.03,2509.6,Two year,Fiber optic,Yes,No,No,Yes,No,No,Yes,Bank transfer,Yes,No,Yes,Yes,1
CUST-000251,5,61.82,322.67,One year,No,No,No,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-000252,8,68.68,609.78,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Bank transfer,No,No,No,No,1
CUST-000253,33,49.85,1557.78,Month-to-month,No,Yes,No,Yes,No,No,Yes,Yes,Electronic check,No,No,Yes,Yes,0
CUST-000254,48,110.21,5486.52,One year,Fiber optic,Yes,No,No,Yes,Yes,No,No,Credit card,No,Yes,No,No,0
CUST-000255,21,126.25,2592.67,Month-to-month,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,No,No,No,No,1
CUST-000256,59,89.42,5274.84,One year,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,No,No,Yes,Yes,0
CUST-000257,18,53.11,1092.5,Month-to-month,DSL,No,No,Yes,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-000258,34,87.83,2966.94,One year,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Credit card,Yes,No,Yes,No,0
CUST-000259,24,50.86,1259.51,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,Yes,Credit card,No,No,Yes,Yes,1
CUST-000260,40,99.1,4026.91,Month-to-month,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-000261,13,74.09,1085.41,Month-to-month,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer,No,No,Yes,No,1
CUST-000262,69,39.91,2776.38,Month-to-month,No,No,No,Yes,No,No,Yes,Yes,Bank transfer,No,Yes,Yes,Yes,0
CUST-000263,67,77.23,5012.27,One year,DSL,Yes,No,No,No,No,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-000264,51,92.95,4641.12,Two year,Fiber optic,No,No,No,Yes,No,Yes,No,Bank transfer,No,No,Yes,No,0
CUST-000265,38,110.72,4217.68,Two year,Fiber optic,Yes,Yes,Yes,No,No,No,No,Electronic check,Yes,No,Yes,No,0
CUST-000266,54,117.7,6236.2,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-000267,34,40.4,1291.21,Month-to-month,No,No,Yes,Yes,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-000268,64,86.2,5361.73,One year,Fiber optic,No,No,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,0
CUST-000269,4,85.35,396.16,One year,DSL,No,No,No,Yes,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-000270,15,64.19,734.04,One year,DSL,No,Yes,Yes,No,No,No,Yes,Electronic check,Yes,Yes,No,No,0
CUST-000271,33,96.7,3129.55,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No,1
CUST-000272,47,76.6,3821.88,One year,DSL,Yes,No,No,No,Yes,Yes,No,Credit card,No,Yes,Yes,No,0
CUST-000273,51,82.54,4353.65,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No,1
CUST-000274,52,105.07,5379.74,Month-to-month,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Mailed check,Yes,Yes,No,Yes,1
CUST-000275,68,72.93,5039.36,Two year,DSL,No,No,Yes,Yes,No,No,Yes,Credit card,Yes,No,Yes,No,0
CUST-000276,61,48.64,3047.35,Month-to-month,No,No,No,No,No,Yes,Yes,Yes,Credit card,Yes,No,No,No,1
CUST-000277,66,45.87,2766.9,One year,No,No,No,No,No,No,Yes,Yes,Electronic check,No,No,No,No,0
CUST-000278,25,99.68,2834.0,Two year,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,0
CUST-000279,50,81.07,3731.97,Two year,Fiber optic,No,Yes,Yes,No,No,No,Yes,Credit card,Yes,No,No,No,0
CUST-000280,50,24.63,1150.71,Month-to-month,No,No,Yes,No,No,Yes,No,No,Credit card,Yes,No,No,Yes,1
CUST-000281,44,111.63,5032.28,Two year,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Credit card,No,No,Yes,Yes,0
CUST-000282,44,86.28,3936.5,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,No,Credit card,Yes,No,No,No,1
CUST-000283,38,70.14,2711.29,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Electronic check,No,No,Yes,No,1
CUST-000284,29,128.93,3819.71,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-000285,9,70.44,375.09,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,1
CUST-000286,7,78.22,404.98,Month-to-month,DSL,No,No,No,Yes,Yes,Yes,No,Bank transfer,No,No,Yes,No,1
CUST-000287,0,35.77,49.8,Month-to-month,No,No,Yes,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-000288,25,78.1,1882.29,Two year,No,Yes,No,No,Yes,Yes,Yes,No,Electronic check,No,Yes,No,No,0
CUST-000289,27,110.39,2966.73,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Bank transfer,No,No,Yes,No,0
CUST-000290,70,57.09,3912.58,Two year,DSL,No,No,Yes,No,No,Yes,No,Credit card,No,Yes,Yes,Yes,0
CUST-000291,17,67.08,1252.78,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,Electronic check,Yes,No,No,No,0
CUST-000292,15,91.06,967.01,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-000293,3,111.4,50.87,Two year,Fiber optic,Yes,Yes,No,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,1
CUST-000294,8,84.01,822.47,Month-to-month,DSL,No,Yes,No,No,No,Yes,Yes,Mailed check,Yes,No,Yes,No,1
CUST-000295,48,112.74,5459.98,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer,Yes,Yes,No,No,1
CUST-000296,26,67.94,1781.16,Two year,DSL,No,No,Yes,Yes,No,Yes,Yes,Mailed check,No,No,Yes,No,1
CUST-000297,45,101.0,4682.19,Month-to-month,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-000298,7,47.54,432.01,One year,No,Yes,No,Yes,Yes,No,Yes,No,Credit card,Yes,No,Yes,Yes,0
CUST-000299,55,84.82,4728.91,One year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,1
CUST-000300,19,70.88,1310.28,One year,DSL,Yes,Yes,No,Yes,No,Yes,No,Bank transfer,Yes,Yes,No,Yes,0
CUST-000301,4,123.51,23.57,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,1
CUST-000302,66,82.41,5430.31,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-000303,26,89.18,2750.37,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,No,Electronic check,No,No,Yes,Yes,1
CUST-000304,23,121.35,2340.54,One year,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,Yes,1
CUST-000305,3,89.88,214.56,One year,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer,Yes,No,No,Yes,1
CUST-000306,42,105.78,4276.5,One year,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-000307,20,108.57,1846.17,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer,Yes,No,No,No,1
CUST-000308,17,104.89,1833.98,Two year,Fiber optic,No,No,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,Yes,1
CUST-000309,49,80.1,3978.36,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card,Yes,Yes,Yes,Yes,0
CUST-000310,48,89.67,4146.97,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,No,No,Yes,No,1
CUST-000311,10,62.48,585.53,Two year,DSL,Yes,No,No,No,No,Yes,No,Mailed check,Yes,No,Yes,No,0
CUST-000312,9,85.82,831.92,One year,Fiber optic,No,No,No,Yes,Yes,Yes,No,Credit card,Yes,No,Yes,Yes,0
CUST-000313,17,106.11,1662.47,One year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,0
CUST-000314,57,107.22,6032.52,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,No,No,No,No,1
CUST-000315,19,105.62,2221.2,One year,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Bank transfer,Yes,Yes,No,No,0
CUST-000316,30,111.66,3085.9,One year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Credit card,Yes,No,No,No,1
CUST-000317,9,73.14,543.7,Month-to-month,DSL,No,Yes,Yes,No,No,Yes,Yes,Credit card,Yes,No,Yes,No,0
CUST-000318,13,89.9,936.19,One year,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Credit card,No,No,No,No,0
CUST-000319,48,47.4,2430.45,Month-to-month,No,No,No,No,Yes,Yes,Yes,No,Bank transfer,Yes,No,No,No,1
CUST-000320,55,55.5,3015.96,Month-to-month,No,Yes,No,Yes,Yes,No,Yes,No,Credit card,Yes,No,Yes,No,0
CUST-000321,63,63.11,4154.36,One year,DSL,Yes,No,No,No,No,Yes,No,Credit card,Yes,Yes,No,Yes,0
CUST-000322,40,61.47,2431.94,Month-to-month,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,No,1
CUST-000323,20,64.47,1414.19,Two year,DSL,No,No,No,Yes,No,Yes,Yes,Credit card,Yes,No,No,No,0
CUST-000324,31,86.34,2700.48,One year,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,1
CUST-000325,11,91.84,1194.67,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer,Yes,No,Yes,No,1
CUST-000326,17,67.02,952.5,Month-to-month,Fiber optic,No,No,No,No,No,Yes,No,Credit card,Yes,No,Yes,No,1
CUST-000327,35,106.06,3613.67,Two year,Fiber optic,No,No,No,No,Yes,Yes,Yes,Mailed check,No,Yes,Yes,No,1
CUST-000328,57,81.48,4611.77,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-000329,18,109.72,2111.7,Two year,Fiber optic,Yes,Yes,No,No,Yes,No,No,Bank transfer,No,No,Yes,No,0
CUST-000330,26,129.66,3278.07,One year,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,No,No,Yes,Yes,0
CUST-000331,2,55.14,0.0,Two year,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-000332,3,62.78,345.35,Month-to-month,No,Yes,No,No,No,No,Yes,Yes,Mailed check,No,No,Yes,No,0
CUST-000333,39,90.88,3332.63,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,No,1
CUST-000334,70,51.02,3352.68,Month-to-month,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No,0
CUST-000335,41,128.32,5446.58,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,No,No,Yes,No,0
CUST-000336,2,98.96,0.0,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-000337,41,42.46,1909.47,Month-to-month,No,Yes,No,No,Yes,No,Yes,No,Credit card,No,Yes,No,Yes,1
CUST-000338,8,108.98,865.1,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,1
CUST-000339,50,53.55,2689.96,Two year,DSL,No,No,Yes,No,Yes,Yes,No,Bank transfer,Yes,No,No,Yes,0
CUST-000340,34,101.92,3241.37,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Credit card,Yes,Yes,Yes,Yes,1
CUST-000341,26,108.06,2794.26,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,0
CUST-000342,15,91.36,1140.38,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,No,0
CUST-000343,12,100.15,1098.22,Two year,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card,Yes,No,Yes,No,1
CUST-000344,24,115.66,2717.61,One year,Fiber optic,No,No,No,Yes,Yes,Yes,No,Credit card,No,No,No,Yes,0
CUST-000345,32,85.69,2745.71,Month-to-month,DSL,No,No,Yes,Yes,No,Yes,Yes,Credit card,No,No,No,Yes,0
CUST-000346,41,54.12,2174.91,One year,DSL,No,No,No,Yes,No,No,No,Credit card,Yes,No,No,No,0
CUST-000347,50,100.8,5048.38,Two year,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,No,No,Yes,No,0
CUST-000348,69,106.03,7371.01,One year,Fiber optic,No,No,Yes,Yes,No,No,Yes,Bank transfer,Yes,No,No,No,0
CUST-000349,2,66.42,0.0,Two year,DSL,Yes,Yes,No,Yes,No,Yes,No,Credit card,Yes,Yes,No,No,0
CUST-000350,68,99.52,6903.16,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-000351,40,75.84,3154.29,Two year,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer,No,No,No,No,0
CUST-000352,5,139.27,806.89,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,1
CUST-000353,63,86.89,5670.67,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,0
CUST-000354,62,105.79,6798.13,Two year,Fiber optic,Yes,No,No,No,No,No,Yes,Bank transfer,Yes,No,No,Yes,0
CUST-000355,21,114.46,2251.59,Two year,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,0
CUST-000356,12,116.9,1232.11,Month-to-month,Fiber optic,No,No,No,No,Yes,Yes,No,Bank transfer,Yes,Yes,No,No,1
CUST-000357,21,64.91,1613.63,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,No,Mailed check,No,Yes,Yes,Yes,0
CUST-000358,59,110.09,6601.22,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-000359,67,51.42,3329.17,One year,DSL,No,No,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No,0
CUST-000360,21,72.5,1478.52,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-000361,34,106.06,3679.99,One year,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer,No,No,Yes,No,0
CUST-000362,52,98.62,4948.8,One year,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,No,0
CUST-000363,13,51.48,469.37,One year,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-000364,52,97.49,4681.95,Month-to-month,Fiber optic,Yes,No,No,No,No,Yes,No,Credit card,No,No,Yes,Yes,0
CUST-000365,16,116.97,1830.86,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,No,No,No,Yes,1
CUST-000366,62,95.48,5734.15,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,Yes,Yes,No,No,0
CUST-000367,9,71.73,382.92,One year,DSL,No,No,Yes,Yes,Yes,Yes,No,Credit card,Yes,Yes,Yes,Yes,0
CUST-000368,71,96.79,6880.98,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Credit card,Yes,No,No,Yes,0
CUST-000369,52,45.56,2438.11,Two year,No,No,Yes,No,No,No,Yes,No,Credit card,Yes,No,No,No,0
CUST-000370,20,49.34,1223.49,Month-to-month,No,No,Yes,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-000371,58,61.99,3478.58,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-000372,45,77.07,3661.07,Month-to-month,DSL,No,No,Yes,No,No,Yes,Yes,Electronic check,No,Yes,Yes,No,1
CUST-000373,34,100.1,3409.44,Two year,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,No,Yes,Yes,No,1
CUST-000374,53,97.17,5383.61,Month-to-month,Fiber optic,Yes,No,No,No,Yes,Yes,No,Bank transfer,No,Yes,No,Yes,1
CUST-000375,50,86.73,4512.63,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,No,No,No,No,0
CUST-000376,5,58.37,571.38,Month-to-month,No,No,Yes,No,Yes,No,Yes,No,Electronic check,No,No,No,No,1
CUST-000377,16,76.81,916.79,One year,DSL,No,No,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,0
CUST-000378,48,105.04,4852.67,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Bank transfer,No,No,Yes,Yes,1
CUST-000379,29,55.31,1713.57,Two year,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,No,0
CUST-000380,23,55.36,1191.29,Month-to-month,No,No,No,Yes,Yes,Yes,Yes,No,Electronic check,No,No,No,No,0
CUST-000381,39,92.3,3811.97,Two year,Fiber optic,No,No,No,No,Yes,Yes,No,Mailed check,Yes,No,No,No,0
CUST-000382,11,69.28,574.95,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Credit card,Yes,No,No,No,0
CUST-000383,71,63.79,4764.55,One year,DSL,No,Yes,No,Yes,No,No,No,Mailed check,No,No,No,No,0
CUST-000384,40,105.4,4048.21,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer,Yes,No,No,No,1
CUST-000385,0,63.11,0.0,One year,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,0
CUST-000386,33,32.5,1151.32,Month-to-month,No,No,No,No,No,No,Yes,No,Bank transfer,Yes,No,Yes,No,0
CUST-000387,54,95.39,5063.7,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,Yes,No,Yes,No,1
CUST-000388,42,63.8,2613.56,Two year,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,0
CUST-000389,37,58.09,2007.53,Month-to-month,DSL,No,No,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,0
CUST-000390,46,92.28,4221.51,Two year,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Credit card,Yes,No,Yes,No,0
CUST-000391,1,77.07,68.27,Month-to-month,DSL,No,No,No,No,No,Yes,Yes,Credit card,Yes,No,No,Yes,1
CUST-000392,36,73.12,2699.7,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,Yes,Electronic check,No,No,No,No,1
CUST-000393,29,62.9,1886.58,One year,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,No,No,Yes,Yes,0
CUST-000394,66,97.11,6364.46,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,Bank transfer,Yes,No,No,No,0
CUST-000395,42,94.02,3845.3,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,No,Bank transfer,Yes,No,No,No,1
CUST-000396,12,62.58,558.31,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,No,No,Yes,Yes,1
CUST-000397,62,68.93,4185.4,One year,DSL,No,No,Yes,No,No,Yes,Yes,Bank transfer,No,No,Yes,No,0
CUST-000398,21,71.11,1790.85,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,No,Yes,No,0
CUST-000399,72,82.99,5953.66,Month-to-month,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer,Yes,No,Yes,No,1
CUST-000400,26,49.63,1209.06,One year,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed check,No,No,No,No,0
CUST-000401,61,92.05,5628.61,Two year,DSL,No,Yes,No,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,0
CUST-000402,56,55.24,3173.61,Month-to-month,No,No,Yes,No,Yes,No,Yes,No,Electronic check,No,No,Yes,No,0
